Title,Year,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID,merge_title,Winner,_merge,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Science_Fiction,Genre_TV_Movie,Genre_Thriller,Genre_War,Genre_Western,Nominee
Fast & Furious Presents: Hobbs & Shaw,2019,6.8,7543,200000000,760098996,384018,fast & furious presents: hobbs & shaw,0,left_only,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Fast X,2023,7.016,6104,340000000,704709660,385687,fast x,0,left_only,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Fatherhood,2021,7.5,1481,0,0,607259,fatherhood,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Fear Street: 1666,2021,7.093,1898,0,0,591275,fear street: 1666,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Fear Street: 1978,2021,7.2,2112,0,0,591274,fear street: 1978,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Fear Street: 1994,2021,6.689,2517,0,0,591273,fear street: 1994,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Feel the Beat,2020,7.57,1143,0,0,707886,feel the beat,0,left_only,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
Fences,2016,6.9,2728,24000000,64400000,393457,fences,0,both,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Ferdinand,2017,7.224,2998,111000000,295038508,364689,ferdinand,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Ferrari,2023,6.4,1162,95000000,39220516,365620,ferrari,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
Fifty Shades Darker,2017,6.476,7826,55000000,381545846,341174,fifty shades darker,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
Fifty Shades Freed,2018,6.682,8233,55000000,371985018,337167,fifty shades freed,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
Fifty Shades of Grey,2015,5.879,12163,40000000,569651467,216015,fifty shades of grey,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
Finch,2021,7.823,3774,2500000,0,522402,finch,0,left_only,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
Finding Dory,2016,7.04,12429,200000000,1029266989,127380,finding dory,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
First Man,2018,7.042,5477,70000000,105713218,369972,first man,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
Five Feet Apart,2019,8.2,5802,7000000,92600000,527641,five feet apart,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
Five Nights at Freddy's,2023,7.4,4622,20000000,297144130,507089,five nights at freddy's,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Flow,2024,8.13,2442,3700000,17660107,823219,flow,0,left_only,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Fly Me to the Moon,2024,6.806,1028,100000000,42260534,956842,fly me to the moon,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Focus,2015,6.871,8097,50100000,153962963,256591,focus,0,left_only,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Ford v Ferrari,2019,8.0,8590,97600000,225508210,359724,ford v ferrari,0,both,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
Fractured,2019,6.748,2758,0,0,568091,fractured,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Freaky,2020,6.558,1743,5000000,15100000,551804,freaky,0,left_only,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Free Guy,2021,7.463,9379,110000000,331526598,550988,free guy,0,left_only,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Fresh,2022,6.973,1775,0,0,787752,fresh,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Frozen II,2019,7.242,10062,150000000,1453683476,330457,frozen ii,0,left_only,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Furiosa: A Mad Max Saga,2024,7.46,4491,168000000,174287546,786892,furiosa: a mad max saga,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Furious 7,2015,7.223,11018,190000000,1515400000,168259,furious 7,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Gabriel's Inferno,2020,8.403,2437,0,0,696374,gabriel's inferno,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
Gabriel's Inferno: Part II,2020,8.369,1534,0,0,724089,gabriel's inferno: part ii,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
Game Night,2018,6.846,6070,37000000,117501013,445571,game night,0,left_only,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Gemini Man,2019,6.274,5309,140000000,173469516,453405,gemini man,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Geostorm,2017,6.118,5004,120000000,221600160,274855,geostorm,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Gerald's Game,2017,6.402,3820,0,0,343674,gerald's game,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Get Hard,2015,6.024,2807,40000000,111800000,257091,get hard,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Get Out,2017,7.621,18294,4500000,255407969,419430,get out,0,both,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,1
Ghost in the Shell,2017,6.103,8348,110000000,169801921,315837,ghost in the shell,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
Ghostbusters,2016,5.349,6636,144000000,229147509,43074,ghostbusters,0,left_only,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Ghostbusters: Afterlife,2021,7.337,4943,75000000,204445747,425909,ghostbusters: afterlife,0,left_only,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
Ghostbusters: Frozen Empire,2024,6.5,1969,100000000,201967521,967847,ghostbusters: frozen empire,0,left_only,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Ghosted,2023,6.916,2040,40000000,0,868759,ghosted,0,left_only,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Ghostland,2018,7.387,2567,0,0,476299,ghostland,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
Gifted,2017,8.0,5790,7000000,40300000,400928,gifted,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Gladiator II,2024,6.653,3991,310000000,462180717,558449,gladiator ii,0,left_only,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Glass,2019,6.664,8837,20000000,246999039,450465,glass,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
Glass Onion: A Knives Out Mystery,2022,7.0,6180,40000000,15000000,661374,glass onion: a knives out mystery,0,left_only,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Gods of Egypt,2016,5.686,4222,140000000,150680864,205584,gods of egypt,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Godzilla Minus One,2023,7.592,2872,15000000,113676322,940721,godzilla minus one,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
Godzilla vs. Kong,2021,7.558,10374,200000000,470116094,399566,godzilla vs. kong,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Godzilla x Kong: The New Empire,2024,7.1,4394,150000000,571750016,823464,godzilla x kong: the new empire,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Godzilla: King of the Monsters,2019,6.695,6470,170000000,387300138,373571,godzilla: king of the monsters,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Going in Style,2017,6.691,2926,25000000,84618541,353070,going in style,0,left_only,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Good Time,2017,7.213,2994,2000000,3283369,429200,good time,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Goosebumps,2015,6.31,3898,58000000,158261424,257445,goosebumps,0,left_only,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Gran Turismo,2023,7.739,3155,60000000,121700000,980489,gran turismo,0,left_only,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Green Book,2018,8.224,12370,23000000,321752656,490132,green book,1,both,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
Green Room,2016,6.726,2839,5000000,3800000,313922,green room,0,left_only,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Greenland,2020,7.125,4828,34000000,52300000,524047,greenland,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Gretel & Hansel,2020,5.999,1508,5000000,22304357,542224,gretel & hansel,0,left_only,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
Greyhound,2020,7.417,3152,50300000,0,516486,greyhound,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
Guardians of the Galaxy Vol. 2,2017,7.6,22404,200000000,863756051,283995,guardians of the galaxy vol. 2,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Guardians of the Galaxy Vol. 3,2023,7.932,7783,250000000,845550000,447365,guardians of the galaxy vol. 3,0,left_only,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Guillermo del Toro's Pinocchio,2022,8.042,3175,35000000,0,555604,guillermo del toro's pinocchio,0,left_only,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
Guns Akimbo,2020,6.432,2454,15000000,835102,457335,guns akimbo,0,left_only,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Guy Ritchie's The Covenant,2023,7.73,2938,55000000,21948551,882569,guy ritchie's the covenant,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
Hacksaw Ridge,2016,8.191,14417,40000000,175302354,324786,hacksaw ridge,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1
"Hail, Caesar!",2016,5.931,3905,22000000,63647656,270487,"hail, caesar!",0,left_only,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
Halloween,2018,6.566,4933,10000000,259939869,424139,halloween,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Halloween Ends,2022,6.066,1921,33000000,104374176,616820,halloween ends,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Halloween Kills,2021,6.433,2816,20000000,133423964,610253,halloween kills,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Happiest Season,2020,7.126,1272,0,1401954,520172,happiest season,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Happy Death Day,2017,6.662,6409,4800000,125479266,440021,happy death day,0,left_only,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Happy Death Day 2U,2019,6.325,3549,9000000,64600152,512196,happy death day 2u,0,left_only,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
Hardcore Henry,2015,6.393,2549,2000000,16810562,325348,hardcore henry,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Harry Potter 20th Anniversary: Return to Hogwarts,2022,7.306,3452,0,0,899082,harry potter 20th anniversary: return to hogwarts,0,left_only,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Haunted Mansion,2023,6.439,1169,157800000,117449790,616747,haunted mansion,0,left_only,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
He's All That,2021,6.493,1444,0,0,347626,he's all that,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Heart of Stone,2023,6.758,1820,0,0,724209,heart of stone,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Hell or High Water,2016,7.301,4686,12000000,37600000,338766,hell or high water,0,both,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
Hellboy,2019,5.578,3595,50000000,55065289,456740,hellboy,0,left_only,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
Hereditary,2018,7.291,8225,10000000,87796204,493922,hereditary,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
Heretic,2024,6.974,2282,10000000,51913394,1138194,heretic,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Hidden Figures,2016,8.05,10163,25000000,235957472,381284,hidden figures,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
His House,2020,6.416,1178,0,0,575774,his house,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
Hit Man,2024,6.794,1434,8800000,5101673,974635,hit man,0,left_only,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Hitman's Wife's Bodyguard,2021,6.663,2455,70000000,70060492,522931,hitman's wife's bodyguard,0,left_only,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Hitman: Agent 47,2015,5.886,3176,35000000,81967450,249070,hitman: agent 47,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Hocus Pocus 2,2022,7.2,1773,30000000,0,642885,hocus pocus 2,0,left_only,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Holidate,2020,6.985,2282,0,0,615665,holidate,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Home,2015,6.789,4125,135000000,368871007,228161,home,0,left_only,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
Honest Thief,2020,6.484,1821,0,31220247,553604,honest thief,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Hostiles,2017,6.941,2425,55000000,36976336,384680,hostiles,0,left_only,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0
Hotel Transylvania 2,2015,6.8,5969,80000000,473200000,159824,hotel transylvania 2,0,left_only,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Hotel Transylvania 3: Summer Vacation,2018,6.853,4605,80000000,528600000,400155,hotel transylvania 3: summer vacation,0,left_only,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Hotel Transylvania: Transformania,2022,7.051,2938,75000000,18500000,585083,hotel transylvania: transformania,0,left_only,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
House of Gucci,2021,6.575,3307,75000000,153235995,644495,house of gucci,0,left_only,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
How to Be Single,2016,6.255,3281,38000000,112343513,259694,how to be single,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
How to Train Your Dragon: The Hidden World,2019,7.7,6857,129000000,539987993,166428,how to train your dragon: the hidden world,0,left_only,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Hubie Halloween,2020,5.913,1721,14000000,0,617505,hubie halloween,0,left_only,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Hunter Killer,2018,6.897,2286,40000000,31672678,399402,hunter killer,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Hush,2016,6.729,4724,1000000,0,376570,hush,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Hustle,2022,7.719,2709,21000000,0,705861,hustle,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Hustlers,2019,6.5,3028,20000000,157563598,540901,hustlers,0,left_only,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Hypnotic,2023,6.206,1379,70000000,16014123,536437,hypnotic,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,0
I Am Mother,2019,6.706,2702,0,643593,505948,i am mother,0,left_only,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
I Care a Lot,2021,6.6,2861,0,0,601666,i care a lot,0,left_only,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
I Still Believe,2020,7.6,1206,12000000,16069730,585244,i still believe,0,left_only,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
I'm Still Here,2024,7.94,863,1480000,36109482,1000837,i'm still here,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
I'm Thinking of Ending Things,2020,6.572,2081,0,0,500840,i'm thinking of ending things,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
"I, Tonya",2017,7.475,6017,11000000,53900000,389015,"i, tonya",0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Ice Age: Collision Course,2016,6.1,4762,105000000,408579038,278154,ice age: collision course,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
IF,2024,7.018,1461,110000000,190309707,639720,if,0,left_only,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Immaculate,2024,6.224,1512,9000000,35340015,1041613,immaculate,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
In the Heart of the Sea,2015,6.8,4246,100000000,93900000,205775,in the heart of the sea,0,left_only,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0
In the Tall Grass,2019,5.542,2313,0,0,523139,in the tall grass,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
Incredibles 2,2018,7.456,13353,200000000,1243225667,260513,incredibles 2,0,left_only,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Independence Day: Resurgence,2016,5.3,6278,165000000,389681935,47933,independence day: resurgence,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Indiana Jones and the Dial of Destiny,2023,6.5,3861,294700000,383963057,335977,indiana jones and the dial of destiny,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Inferno,2016,6.085,6472,75000000,220021259,207932,inferno,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Infinite,2021,6.59,2022,0,0,581726,infinite,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Inside Out,2015,7.91,22924,175000000,857611174,150540,inside out,0,left_only,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0
Inside Out 2,2024,7.551,6247,200000000,1698863816,1022789,inside out 2,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Insidious: Chapter 3,2015,6.283,3504,10000000,120453155,280092,insidious: chapter 3,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Insidious: The Last Key,2018,6.254,3046,10000000,172811971,406563,insidious: the last key,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Insidious: The Red Door,2023,6.534,1872,16000000,189086877,614479,insidious: the red door,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Instant Family,2018,7.507,3125,48000000,121000000,491418,instant family,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Insurgent,2015,6.4,10237,110000000,297002527,262500,insurgent,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Irrational Man,2015,6.527,2427,11000000,27391084,282984,irrational man,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Isle of Dogs,2018,7.844,5189,62770198,64337744,399174,isle of dogs,0,left_only,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Isn't It Romantic,2019,6.204,3537,31000000,48800000,449563,isn't it romantic,0,left_only,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
It,2017,7.238,19805,35000000,704242888,346364,it,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
It Chapter Two,2019,6.838,9241,79000000,473123154,474350,it chapter two,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
It Comes at Night,2017,5.863,2542,5000000,19280931,418078,it comes at night,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0
It Ends with Us,2024,6.971,1754,25000000,350993761,1079091,it ends with us,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
It Follows,2015,6.59,6691,2300000,23374076,270303,it follows,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Jack Reacher: Never Go Back,2016,5.992,5132,60000000,162100000,343611,jack reacher: never go back,0,left_only,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Jarhead: Law of Return,2019,6.5,3354,0,0,635744,jarhead: law of return,0,left_only,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
Jason Bourne,2016,6.4,5987,120000000,415484914,324668,jason bourne,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Jigsaw,2017,6.217,3844,10000000,104223315,298250,jigsaw,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
John Wick: Chapter 2,2017,7.339,13785,40000000,171539887,324552,john wick: chapter 2,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
John Wick: Chapter 3 - Parabellum,2019,7.444,11312,55000000,326709727,458156,john wick: chapter 3 - parabellum,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
John Wick: Chapter 4,2023,7.717,7478,100000000,440157245,603692,john wick: chapter 4,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Johnny English Strikes Again,2018,6.262,2638,25000000,158972570,463272,johnny english strikes again,0,left_only,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Jojo Rabbit,2019,7.995,10055,14000000,82468705,515001,jojo rabbit,0,both,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
Joker,2019,8.1,26975,55000000,1078958629,475557,joker,0,both,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
Joker: Folie à Deux,2024,5.408,2671,190000000,207500287,889737,joker: folie à deux,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Joy,2015,6.551,4205,60000000,101134059,274479,joy,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Judas and the Black Messiah,2021,7.311,1635,26000000,6416063,583406,judas and the black messiah,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
Jujutsu Kaisen 0,2021,8.123,1579,0,195870885,810693,jujutsu kaisen 0,0,left_only,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Jumanji: The Next Level,2019,6.886,9074,125000000,801693929,512200,jumanji: the next level,0,left_only,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Jumanji: Welcome to the Jungle,2017,6.819,14133,90000000,995339117,353486,jumanji: welcome to the jungle,0,left_only,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Jungle Cruise,2021,7.323,5959,200000000,220889446,451048,jungle cruise,0,left_only,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Jupiter Ascending,2015,5.459,6930,176000000,184000000,76757,jupiter ascending,0,left_only,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
Jurassic World,2015,6.699,21102,150000000,1671537444,135397,jurassic world,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Jurassic World Dominion,2022,6.631,6732,583900000,1004004592,507086,jurassic world dominion,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Jurassic World: Fallen Kingdom,2018,6.538,12392,170000000,1310469037,351286,jurassic world: fallen kingdom,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Juror #2,2024,6.871,2201,30000000,21418477,1106739,juror #2,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Just Mercy,2019,7.857,2397,25000000,50401502,522212,just mercy,0,left_only,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
Justice League,2017,6.075,13375,300000000,661326987,141052,justice league,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Justice League Dark: Apokolips War,2020,8.213,1523,0,0,618344,justice league dark: apokolips war,0,left_only,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Kandahar,2023,6.808,1162,30000000,9400000,717930,kandahar,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
Kate,2021,6.636,1626,25000000,0,597891,kate,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Killers of the Flower Moon,2023,7.409,3835,200000000,158722599,466420,killers of the flower moon,0,both,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
Kinds of Kindness,2024,6.48,1123,15000000,16398509,1029955,kinds of kindness,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
King Arthur: Legend of the Sword,2017,6.549,5896,175000000,149175066,274857,king arthur: legend of the sword,0,left_only,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0
King Richard,2021,7.6,2701,50000000,39400000,614917,king richard,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
